Country,Official Name,Local Name,Year of Release,Pedigree,Variety Source,Seed Size,Seed Color,Seed Shape
TANZANIA,UYOLE 98,NJANO MAWESE,1998,CHIPUKUPUKU X YC-2,CIAT line,Small,Red,Round
TANZANIA,CAL 05 NO 10,CAL 10 OR KABANIMA OR ROSE COCO,2007,***,***,***,***,***
TANZANIA,CALIMA 2009,CAL NO.9 OR KABANIMA OR ROSE COCO,2010,***,***,***,***,***
TANZANIA,CALIMA-UYOLE , KABANINA ROSECOCO,2011,(KabanimaXYC-2)XUAC160,Local landrace,Large,Red,Kidney
TANZANIA,FIBEA,FIBEA,2012,Kigoma/Mexico 54//AB156,Local Cross,Large,Yellow,Kidney
TANZANIA,G5621 ,BILFA - UYOLE,2004,DIACOL CALIMA,CIAT line,Medium,Red,***
TANZANIA,NJANO UYOLE,NJANO NDEFU,2008,URAFIKI line X Uyole 98,Local Cross,Medium,Red,Kidney
TANZANIA,NR05P200,***,2012,***,***,***,***,***
TANZANIA,NRI06E13,***,2012,***,***,***,***,***
TANZANIA,PASI,MASUSU NDOGO,2013,Kablanketi/Mexico54//AB156,Local Cross,Medium,White,Kidney
TANZANIA,ROBA-1 ,ROBA,2010,***,***,***,***,***
TANZANIA,ROSENDA,ROSENDA,2012,***,Local Cross,Large,Red,Kidney
TANZANIA,SELIAN 05,***,2005,G1106,CIAT line,Small,Cream/Biege,Oval
TANZANIA,SELIAN 06,***,2006,***,Other CGIAR,Medium,Purple,Oval
TANZANIA,TM27J1J2,TM,2003,***,***,***,***,***
TANZANIA,URAFIKI,URAFIKI OR NRI,2004,UK CANADIAN WONDER X KABANIMA,Local Cross,Medium,Red,Kidney
TANZANIA,UYOLE 04,MAINI,2004,UYOLE98SPSXUrafiki,***,Medium,Cream/Biege,Kidney
TANZANIA,UYOLE03 ,MWASIPENJELE,2003,A 197-DRK 24,CIAT line,Large,White,Kidney
TANZANIA,SWAT-09,SELIAN 09,2017,***,CIAT line,Small,Red,Kidney
TANZANIA,SWAT-10,SELIAN 10,2017,***,CIAT line,Small,White,Oblong
TANZANIA,SWAT-12,SELIAN 11,2017,***,CIAT line,***,,
TANZANIA,KATB9,SELIAN 12,2017,***,CIAT line,Medium,Red,
TANZANIA,KATB1,SELIAN 13,2017,***,CIAT line,Medium,Yellow,Oblong
TANZANIA,MAC44,SELIAN 14,2017,***,CIAT line,Medium,Red,Kidney
TANZANIA,RWV1129,SELIAN 15,2017,***,CIAT line,Small,Red,Kidney
TANZANIA,UYOLE 17,KABLANKETI 1,2017,***,***,,,
TANZANIA,UYOLE 18,CHA UREMBO,2017,***,***,Large,,
TANZANIA,Uyole Nyuepe,***,2017,***,,,,
UGANDA,NABE 10C,UMUBANO/BUCHUPULI,1999,,CIAT line,Medium,Red,Kidney
UGANDA,NABE 4,CALIMA,1999,,CIAT line,Large,Cream/Biege,Kidney
UGANDA,NABE 5,,1999,,CIAT line,Small,White,Round
UGANDA,NABE 6,,1999,,Local landrace,Small,Red,Oval
UGANDA,NABE 7C,VUNIKINGI,1999,,CIAT line,Small,Red,Kidney
UGANDA,NABE 8C,NGWINURARE,1999,,,Large,White,Kidney
UGANDA,NABE 9C,GISENYI,1999,,CIAT line,Large,Cream/Biege,Kidney
UGANDA,NABE 11,***,2003,***,CIAT line,Large,Brown/Maroon,Round
UGANDA,NABE 12C,MASAVU/MAZONGOTO,2003,***,CIAT line,Large,Cream/Biege,Round
UGANDA,NABE 13,MUZAHURA,2006,***,CIAT line,Large,Red,Kidney
UGANDA,NABE 15,***,2010,***,CIAT line,Medium,Pink,Round
UGANDA,NABE 16,***,2010,***,CIAT line,Medium,Red,Round
UGANDA,NABE 17,***,2010,***,***,Medium,Red,Oval
UGANDA,NABE 18,***,2010,***,***,Large,Purple,Kidney
UGANDA,NABE 19,***,2012,***,***,Medium,Red,Kidney
UGANDA,NABE 20,***,2012,***,***,Medium,Pink,Oval
UGANDA,NABE 21,***,2012,***,***,Medium,Yellow,Oval
UGANDA,NABE 22,***,2012,***,***,Medium,Purple,Kidney
UGANDA,NABE 23,***,2012,***,***,Large,Pink,Kidney
UGANDA,NABE26C,***,2012,MAC 34 x MLB 49-89A,CIAT line,Medium,Red,Oval
UGANDA,NABE27C,***,2012,***,***,Large,Pink,***
UGANDA,NABE29C,***,2012,***,***,Large,Red,Oval
UGANDA,NAROBEAN1,RWR2154,2016,***,NARS,Large,White,Kidney
UGANDA,NAROBEAN2,RWR2245,2016,***,NARS,Small,Red,Kidney
UGANDA,NAROBEAN3,MOORE 88002,2016,***,NARS,Medium,Yellow,Oval
UGANDA,NAROBEAN4C,MAC 44,2016,AND 930 x G 12722,CIAT line,Large,Red,Oval
UGANDA,NAROBEAN5C,NYIRAMUHONDO,2016,***,NARS,Large,Yellow,Kidney
ZAMBIA,A197,CHAMBESHI,1998,G76 x G21721,CIAT line,Medium,Red,Kidney
ZAMBIA,CAL 143,LYAMBAI,1999,BOLA x AND 277,CIAT line,Medium,Cream/Biege,Round
ZAMBIA,PEF 14,LUKUPA,1999,GENTRY 22220ZACA x MX4355,Private Company,Large,Cream/Biege,Kidney
ZAMBIA,C30-920,KAPISHA,2007,A197 X Carioca,Local Cross,Medium,Cream/Biege,Oval
ZAMBIA,KABULANGETI,KABULANGETI,2007,***,Local landrace,Medium,Purple,Cuboid
ZAMBIA,KID 31,KABALE,2007,G18255xBAT1426,CIAT line,Medium,Pink,Kidney
ZAMBIA,MAC 23,SADZU,2011,G  5701 x LAS 399,CIAT line,Large,Red,Oval
ZAMBIA,NUA 45,MBERESHI,2012,CAL 96 x (CAL 96 x G14519),CIAT line,Large,Red,Kidney
ZAMBIA,OPS-KWI,LWANGENI,2009,PC 305-C23 x TC 1558-3-D4,Other CGIAR,Small,White,Oval
ZAMBIA,SPS2-4P-24,KALUNGU,2004,Local single plant selection,Local Cross,Medium,White,Oval
ZAMBIA,VTTT923/10-3,KALAMBO,2011,(ANT 21 X ICA CAUCAYA) X (AFR 687 X SEQ 1003),Local landrace,Large,Cream/Biege,Kidney
ZIMBABWE,BOUNTY,BOUNTY,2002,***,CIAT line,***,***,***
ZIMBABWE,CARDINAL,CARDINAL,2007,***,CIAT line,Large,Red,Oval
ZIMBABWE,CHERRY,CHERRY,2013,Trepador X (Cal143 X Cal 116),CIAT line,Small,Red,Oval
ZIMBABWE,CIM9314-18,ROYAL BACCARA,2005,***,CIAT line,***,***,***
ZIMBABWE,PC652-SS3,GLORIA,2012,***,Other CGIAR,Large,Cream/Biege,Kidney
ZIMBABWE,NUA 45,NUA 45,2012,CAL 96 x (CAL 96 x G14519),CIAT line,Large,Red,Kidney
ZIMBABWE,SC SUPERIOR,SC SUPERIOR,2013,***,Private Company,Large,Cream/Biege,***
ZIMBABWE,SPECKLED ICE,SPECKLED ICE,2007,***,CIAT line,Large,Cream/Biege,Cuboid
ZIMBABWE,SUG131,GOLDEN STALITE,2012,VAX x AND 77,CIAT line,Large,***,***
ZIMBABWE,VTTT925/9/1/2,SWEET VIOLET,2013,SUG135 X (CDFA14 X Cal154 ),CIAT line,Large,Cream/Biege,Kidney
ZIMBABWE,UBR(92)25,MAGNUM,2005,MCM 3031 x (EMP 81 x BAT 388),CIAT line,Small,***,***
ZIMBABWE,NUA674,***,2018,***,CIAT line,Medium,Cream/Biege,
ZIMBABWE,PROTEA,***,2018,***,CIAT line,Medium,White,
